animal_id,breed,intake_type,intake_subtype,intake_date,intake_time,intake_condition,outcome,outcome_date,outcome_time,impound_num
A1144467,BLACK MOUTH CUR,STRAY,AT LARGE,04/07/2022,18:09:00,APP WNL,ADOPTION,04/10/2022,15:53:00,K22-551507
A1144468,LABRADOR RETR,STRAY,AT LARGE,04/07/2022,18:32:00,APP WNL,ADOPTION,04/08/2022,15:19:00,K22-551509
A1144469,BLACK MOUTH CUR,STRAY,AT LARGE,04/07/2022,18:09:00,APP WNL,ADOPTION,04/10/2022,15:39:00,K22-551510
A1144471,MIXED BREED,STRAY,AT LARGE,04/07/2022,18:32:00,APP WNL,ADOPTION,04/09/2022,14:36:00,K22-551511
A1144472,LABRADOR RETR,STRAY,AT LARGE,04/07/2022,18:32:00,APP WNL,ADOPTION,04/08/2022,15:34:00,K22-551512
A1144473,CHIHUAHUA SH,STRAY,WEB,04/07/2022,19:25:00,NORMAL,FOUND EXP,05/08/2022,00:00:00,K22-551514
A1144474,GERM SHEPHERD,CONFISCATED,QUARANTINE,04/07/2022,20:02:00,APP WNL,EUTHANIZED,04/22/2022,16:26:00,K22-551516
A1144475,LABRADOR RETR,STRAY,AT LARGE,04/07/2022,18:32:00,APP WNL,ADOPTION,04/08/2022,16:19:00,K22-551515
A1144476,AM PIT BULL TER,CONFISCATED,QUARANTINE,04/07/2022,20:28:00,APP WNL,RETURNED TO OWNER,04/21/2022,18:18:00,K22-551518
A1144476,AM PIT BULL TER,OWNER SURRENDER,WALK IN,07/25/2022,15:42:00,APP WNL,EUTHANIZED,07/29/2022,14:55:00,K22-560893
A1144477,AUST SHEPHERD,STRAY,WEB,04/07/2022,20:25:00,NORMAL,FOUND EXP,05/08/2022,00:00:00,K22-551517
A1144478,LABRADOR RETR,STRAY,AT LARGE,04/07/2022,20:30:00,APP INJ,TRANSFER,04/12/2022,14:43:00,K22-551519
A1144480,LABRADOR RETR,STRAY,WEB,04/03/2022,21:25:00,NORMAL,LOST EXP,05/08/2022,00:00:00,K22-551521
A1144483,GOLDEN RETR,STRAY,WEB,04/07/2022,02:26:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551523
A1144484,GERM SHEPHERD,CONFISCATED,QUARANTINE,04/08/2022,04:44:00,APP WNL,RETURNED TO OWNER,04/16/2022,16:38:00,K22-551524
A1144487,FRENCH BULLDOG,STRAY,WEB,04/07/2022,09:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551528
A1144490,LABRADOR RETR,STRAY,WEB,03/28/2022,10:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551531
A1144492,SHIH TZU,STRAY,AT LARGE,04/08/2022,10:45:00,APP WNL,RETURNED TO OWNER,04/11/2022,15:02:00,K22-551532
A1144495,PIT BULL,CONFISCATED,QUARANTINE,04/11/2022,15:40:00,APP WNL,EUTHANIZED,04/14/2022,16:06:00,K22-551799
A1144501,SCHNAUZER MIN,KEEPSAFE,DISASTER,04/08/2022,12:04:00,CRITICAL,EUTHANIZED,04/08/2022,14:00:00,K22-551542
A1144504,DACHSHUND,OWNER SURRENDER,APPOINT,04/08/2022,12:18:00,APP WNL,ADOPTION,04/14/2022,14:16:00,K22-551544
A1144505,LABRADOR RETR,OWNER SURRENDER,APPOINT,04/08/2022,12:18:00,APP WNL,ADOPTION,04/13/2022,15:39:00,K22-551545
A1144506,LABRADOR RETR,OWNER SURRENDER,APPOINT,04/08/2022,12:18:00,APP WNL,TRANSFER,04/12/2022,14:43:00,K22-551546
A1144507,ROTTWEILER,STRAY,AT LARGE,04/08/2022,12:48:00,APP WNL,ADOPTION,04/11/2022,18:15:00,K22-551547
A1144508,PIT BULL,OWNER SURRENDER,APPOINT,04/08/2022,12:43:00,APP WNL,EUTHANIZED,05/03/2022,14:46:00,K22-551548
A1144509,PIT BULL,STRAY,AT LARGE,04/08/2022,13:09:00,APP WNL,ADOPTION,04/16/2022,11:44:00,K22-551549
A1144509,PIT BULL,OWNER SURRENDER,APPOINT,05/26/2022,14:37:00,APP WNL,ADOPTION,06/29/2022,19:18:00,K22-555712
A1144510,ALASK MALAMUTE,STRAY,AT LARGE,04/08/2022,13:09:00,APP WNL,ADOPTION,04/12/2022,19:41:00,K22-551550
A1144511,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,13:20:00,APP WNL,ADOPTION,04/15/2022,15:41:00,K22-551551
A1144512,PIT BULL,STRAY,AT LARGE,04/08/2022,13:03:00,APP WNL,FOSTER,05/20/2022,15:02:00,K22-551552
A1144512,PIT BULL,FOSTER,FOR ADOPT,06/06/2022,17:14:00,APP WNL,ADOPTION,06/06/2022,17:14:00,K22-556717
A1144516,PIT BULL,STRAY,AT LARGE,05/03/2022,19:24:00,APP INJ,ADOPTION,05/09/2022,19:13:00,K22-553699
A1144516,PIT BULL,STRAY,TRAP,04/08/2022,14:01:00,APP WNL,ADOPTION,04/15/2022,19:48:00,K22-551553
A1144517,CANE CORSO,STRAY,TRAP,04/08/2022,14:01:00,APP WNL,ADOPTION,04/12/2022,16:24:00,K22-551554
A1144519,GERM SHEPHERD,STRAY,WEB,04/07/2022,14:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551556
A1144521,GREAT DANE,STRAY,AT LARGE,04/08/2022,14:33:00,APP WNL,RETURNED TO OWNER,04/10/2022,17:22:00,K22-551557
A1144522,GREAT DANE,STRAY,AT LARGE,04/08/2022,14:33:00,APP WNL,RETURNED TO OWNER,04/09/2022,13:45:00,K22-551558
A1144523,PIT BULL,STRAY,AT LARGE,04/08/2022,14:56:00,APP INJ,EUTHANIZED,04/08/2022,15:57:00,K22-551559
A1144524,PIT BULL,STRAY,AT LARGE,04/08/2022,14:56:00,APP INJ,FOSTER,04/22/2022,13:15:00,K22-551560
A1144524,PIT BULL,TREATMENT,FOLLOWUP,04/29/2022,11:43:00,APP INJ,TREATMENT,04/29/2022,12:35:00,K22-553334
A1144524,PIT BULL,FOSTER,FOR ADOPT,08/01/2022,11:16:00,APP WNL,ADOPTION,08/01/2022,11:17:00,K22-561424
A1144526,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,14:57:00,APP WNL,ADOPTION,04/10/2022,16:42:00,K22-551561
A1144527,GREAT DANE,STRAY,WEB,04/07/2022,15:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551563
A1144529,GERM SHEPHERD,STRAY,CONFINED,04/08/2022,15:46:00,APP WNL,ADOPTION,04/11/2022,16:19:00,K22-551564
A1144530,GERM SHEPHERD,STRAY,CONFINED,04/08/2022,15:46:00,APP WNL,ADOPTION,04/15/2022,14:12:00,K22-551565
A1144531,GERM SHEPHERD,STRAY,CONFINED,04/08/2022,15:46:00,APP WNL,RETURNED TO OWNER,04/08/2022,17:35:00,K22-551571
A1144532,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,ADOPTION,04/10/2022,18:33:00,K22-551566
A1144533,DACHSHUND,CONFISCATED,QUARANTINE,04/09/2022,13:10:00,APP WNL,RETURNED TO OWNER,04/18/2022,15:30:00,K22-551654
A1144534,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,ADOPTION,04/11/2022,15:23:00,K22-551567
A1144535,BOXER,CONFISCATED,QUARANTINE,04/09/2022,13:10:00,APP WNL,RETURNED TO OWNER,04/18/2022,15:47:00,K22-551653
A1144536,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/10/2022,13:16:00,K22-551568
A1144536,LABRADOR RETR,FOSTER,FOR ADOPT,05/10/2022,09:57:00,APP WNL,ADOPTION,05/10/2022,16:45:00,K22-554217
A1144537,LABRADOR RETR,FOSTER,FOR ADOPT,05/09/2022,08:37:00,APP WNL,ADOPTION,05/09/2022,16:48:00,K22-554132
A1144537,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/11/2022,16:51:00,K22-551569
A1144538,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/10/2022,13:16:00,K22-551570
A1144538,LABRADOR RETR,FOSTER,FOR ADOPT,05/10/2022,11:14:00,APP WNL,ADOPTION,05/10/2022,16:44:00,K22-554230
A1144539,LABRADOR RETR,FOSTER,FOR ADOPT,05/09/2022,08:37:00,APP WNL,ADOPTION,05/09/2022,16:49:00,K22-554133
A1144539,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/11/2022,16:51:00,K22-551572
A1144540,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/10/2022,13:17:00,K22-551573
A1144540,LABRADOR RETR,FOSTER,FOR ADOPT,05/10/2022,10:00:00,APP WNL,ADOPTION,05/10/2022,14:55:00,K22-554218
A1144541,LABRADOR RETR,FOSTER,FOR ADOPT,05/10/2022,11:16:00,APP WNL,ADOPTION,05/10/2022,16:43:00,K22-554231
A1144541,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/10/2022,13:17:00,K22-551574
A1144542,GERM SHEPHERD,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/10/2022,11:31:00,K22-551575
A1144542,GERM SHEPHERD,FOSTER,RETURN,05/04/2022,08:22:00,APP WNL,ADOPTION,05/04/2022,17:10:00,K22-553712
A1144543,GERM SHEPHERD,TREATMENT,SPAY/NEUT,05/04/2022,08:23:00,APP WNL,TREATMENT,05/04/2022,17:10:00,K22-553713
A1144543,GERM SHEPHERD,FOSTER,FOR ADOPT,05/11/2022,16:02:00,APP WNL,ADOPTION,05/11/2022,16:48:00,K22-554338
A1144543,GERM SHEPHERD,STRAY,AT LARGE,04/08/2022,15:58:00,APP WNL,FOSTER,04/10/2022,11:53:00,K22-551576
A1144544,PIT BULL,STRAY,AT LARGE,04/08/2022,16:20:00,APP WNL,ADOPTION,04/12/2022,17:35:00,K22-551578
A1144544,PIT BULL,OWNER SURRENDER,WALK IN,04/13/2022,17:44:00,APP WNL,ADOPTION,04/15/2022,17:29:00,K22-551993
A1144545,BEAGLE,STRAY,AT LARGE,04/08/2022,16:35:00,APP WNL,RETURNED TO OWNER,04/08/2022,16:35:00,K22-551579
A1144550,GREAT PYRENEES,OWNER SURRENDER,URGENT,04/08/2022,20:00:00,APP INJ,ADOPTION,04/17/2022,10:27:00,K22-551603
A1144550,GREAT PYRENEES,TRANSFER,OWNER SURR,05/19/2022,11:19:00,APP WNL,ADOPTION,06/05/2022,17:26:00,K22-555023
A1144550,GREAT PYRENEES,OWNER SURRENDER,WALK IN,06/09/2022,11:30:00,APP WNL,TRANSFER,06/26/2022,14:21:00,K22-556908
A1144552,GERM SHEPHERD,OWNER SURRENDER,URGENT,04/08/2022,20:00:00,APP WNL,ADOPTION,04/11/2022,13:40:00,K22-551604
A1144553,GREAT PYRENEES,OWNER SURRENDER,URGENT,04/08/2022,20:00:00,APP INJ,EUTHANIZED,04/11/2022,17:26:00,K22-551601
A1144554,LABRADOR RETR,OWNER SURRENDER,URGENT,04/08/2022,20:00:00,APP INJ,EUTHANIZED,04/10/2022,16:54:00,K22-551602
A1144555,ALASKAN HUSKY,STRAY,AT LARGE,04/08/2022,17:20:00,APP WNL,ADOPTION,04/12/2022,18:20:00,K22-551588
A1144556,ROTTWEILER,STRAY,AT LARGE,04/08/2022,18:23:00,APP WNL,TRANSFER,04/13/2022,16:11:00,K22-551592
A1144560,PARSON RUSS TER,STRAY,AT LARGE,04/13/2022,16:20:00,APP WNL,ADOPTION,04/19/2022,15:25:00,K22-551979
A1144560,PARSON RUSS TER,TREATMENT,HEART WORM,05/16/2022,10:33:00,APP WNL,TREATMENT,05/16/2022,16:40:00,K22-554734
A1144562,PIT BULL,OWNER SURRENDER,APPOINT,04/08/2022,18:09:00,APP WNL,ADOPTION,04/13/2022,16:25:00,K22-551593
A1144563,PIT BULL,STRAY,AT LARGE,04/08/2022,18:48:00,APP WNL,RETURNED TO OWNER,04/08/2022,18:49:00,K22-551594
A1144564,SHIH TZU,OWNER SURRENDER,WALK IN,04/08/2022,18:44:00,APP WNL,RETURNED TO OWNER,04/11/2022,17:13:00,K22-551595
A1144565,COLLIE ROUGH,STRAY,CONFINED,04/08/2022,19:06:00,APP WNL,RETURNED TO OWNER,04/11/2022,18:04:00,K22-551596
A1144567,ALASKAN HUSKY,STRAY,WEB,04/08/2022,19:25:00,NORMAL,FOUND EXP,05/09/2022,00:00:00,K22-551598
A1144568,ALASKAN HUSKY,STRAY,WEB,04/08/2022,19:25:00,NORMAL,FOUND EXP,05/09/2022,00:00:00,K22-551599
A1144569,CHIHUAHUA SH,STRAY,WEB,04/06/2022,19:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551600
A1144570,LABRADOR RETR,STRAY,AT LARGE,04/08/2022,20:08:00,APP WNL,ADOPTION,04/15/2022,17:29:00,K22-551605
A1144572,BOXER,STRAY,WEB,04/08/2022,20:25:00,NORMAL,FOUND EXP,05/09/2022,00:00:00,K22-551607
A1144573,BOXER,STRAY,WEB,04/08/2022,20:25:00,NORMAL,FOUND EXP,05/09/2022,00:00:00,K22-551608
A1144574,AUST SHEPHERD,STRAY,WEB,04/08/2022,20:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551609
A1144580,YORKSHIRE TERR,STRAY,WEB,04/07/2022,21:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551614
A1144581,CHIHUAHUA SH,STRAY,WEB,04/06/2022,21:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551615
A1144596,CHIHUAHUA SH,STRAY,WEB,04/06/2022,23:25:00,NORMAL,LOST EXP,05/09/2022,00:00:00,K22-551624
A1144602,DACHSHUND,STRAY,CONFINED,04/09/2022,06:09:00,APP WNL,RETURNED TO OWNER,04/11/2022,16:39:00,K22-551630
A1144606,LABRADOR RETR,STRAY,AT LARGE,04/09/2022,08:52:00,APP WNL,TRANSFER,04/13/2022,20:05:00,K22-551632
A1144607,LABRADOR RETR,STRAY,AT LARGE,04/09/2022,08:52:00,APP WNL,TRANSFER,04/13/2022,20:06:00,K22-551633
A1144608,LABRADOR RETR,STRAY,AT LARGE,04/09/2022,08:52:00,APP WNL,TRANSFER,04/13/2022,13:20:00,K22-551634
A1144609,LABRADOR RETR,STRAY,AT LARGE,04/09/2022,08:52:00,APP WNL,TRANSFER,04/13/2022,13:20:00,K22-551635
A1144610,ALASKAN HUSKY,STRAY,WEB,04/08/2022,09:25:00,NORMAL,FOUND EXP,05/10/2022,00:00:00,K22-551636
A1144612,POODLE STND,STRAY,WEB,04/08/2022,10:25:00,NORMAL,LOST EXP,05/10/2022,00:00:00,K22-551640
A1144613,PIT BULL,STRAY,AT LARGE,04/09/2022,10:40:00,APP SICK,FOSTER,04/15/2022,14:09:00,K22-551641
A1144613,PIT BULL,FOSTER,RETURN,04/30/2022,13:24:00,APP WNL,ADOPTION,04/30/2022,13:25:00,K22-553469
A1144615,LABRADOR RETR,KEEPSAFE,EVICTION,04/09/2022,10:40:00,APP SICK,ADOPTION,05/02/2022,16:59:00,K22-551642
A1144616,LABRADOR RETR,KEEPSAFE,EVICTION,04/09/2022,10:40:00,APP SICK,ADOPTION,05/02/2022,15:06:00,K22-551643
A1144617,ROTTWEILER,STRAY,AT LARGE,04/09/2022,11:32:00,APP INJ,FOSTER,04/16/2022,15:45:00,K22-551646
A1144617,ROTTWEILER,FOSTER,RETURN,04/21/2022,09:19:00,APP WNL,ADOPTION,04/21/2022,09:19:00,K22-552583
A1144618,CHIHUAHUA SH,STRAY,AT LARGE,04/09/2022,11:27:00,APP WNL,ADOPTION,04/13/2022,17:18:00,K22-551647
A1144626,PIT BULL,STRAY,AT LARGE,04/09/2022,12:12:00,APP INJ,ADOPTION,04/16/2022,14:29:00,K22-551648
A1144627,LABRADOR RETR,OWNER SURRENDER,APPOINT,04/09/2022,12:15:00,APP WNL,ADOPTION,04/10/2022,16:11:00,K22-551649
A1144632,LABRADOR RETR,STRAY,AT LARGE,04/09/2022,12:33:00,APP WNL,ADOPTION,04/10/2022,15:45:00,K22-551650
A1144632,LABRADOR RETR,STRAY,AT LARGE,09/20/2022,09:03:00,APP WNL,EUTHANIZED,10/01/2022,11:56:00,K22-565721
A1144636,GERM SHEPHERD,STRAY,LEFT AT,04/09/2022,13:25:00,APP WNL,ADOPTION,04/15/2022,13:28:00,K22-551658
A1144637,DACHSHUND,STRAY,CONFINED,04/09/2022,13:31:00,APP SICK,ADOPTION,04/13/2022,17:52:00,K22-551659
A1144650,LABRADOR RETR,OWNER SURRENDER,APPOINT,04/09/2022,13:41:00,APP WNL,FOSTER,04/20/2022,17:11:00,K22-551668
A1144650,LABRADOR RETR,FOSTER,FOR ADOPT,07/04/2022,14:57:00,APP WNL,ADOPTION,07/04/2022,14:57:00,K22-559031
A1144651,SHIH TZU,STRAY,WEB,04/07/2022,14:25:00,NORMAL,LOST EXP,05/10/2022,00:00:00,K22-551667
A1144652,GERM SHEPHERD,STRAY,AT LARGE,04/09/2022,14:37:00,APP WNL,TRANSFER,04/29/2022,17:39:00,K22-551670
A1144653,CAIRN TERRIER,STRAY,AT LARGE,04/09/2022,14:37:00,APP WNL,ADOPTION,04/13/2022,16:11:00,K22-551671
A1144655,AMER BULLDOG,CONFISCATED,SAC,04/09/2022,14:52:00,APP WNL,TRANSFER,04/09/2022,16:04:00,K22-551672
A1144656,LABRADOR RETR,OWNER SURRENDER,WALK IN,04/09/2022,14:57:00,APP SICK,EUTHANIZED,04/09/2022,16:02:00,K22-551673
A1144658,PIT BULL,STRAY,AT LARGE,04/09/2022,15:48:00,APP WNL,ADOPTION,04/18/2022,16:02:00,K22-551674
A1144659,GOLDEN RETR,STRAY,AT LARGE,04/09/2022,16:21:00,APP WNL,RETURNED TO OWNER,04/11/2022,12:24:00,K22-551677
A1144661,CHIHUAHUA SH,STRAY,WEB,04/09/2022,17:25:00,NORMAL,FOUND EXP,05/10/2022,00:00:00,K22-551678
A1144662,MASTIFF,OWNER SURRENDER,PICK UP,04/09/2022,17:57:00,APP WNL,ADOPTION,04/15/2022,16:53:00,K22-551682
A1144665,BLACK/TAN HOUND,STRAY,AT LARGE,04/09/2022,17:46:00,APP WNL,ADOPTION,04/15/2022,18:25:00,K22-551680
A1144668,SIBERIAN HUSKY,OWNER SURRENDER,URGENT,04/09/2022,19:15:00,CRITICAL,RETURNED TO OWNER,04/13/2022,18:44:00,K22-551686
A1144669,GERM SHEPHERD,STRAY,WEB,04/09/2022,19:25:00,NORMAL,FOUND EXP,05/10/2022,00:00:00,K22-551683
A1144670,GREAT PYRENEES,STRAY,WEB,04/07/2022,19:25:00,NORMAL,LOST EXP,05/10/2022,00:00:00,K22-551684
A1144671,POODLE STND,STRAY,WEB,04/08/2022,19:25:00,NORMAL,LOST EXP,05/10/2022,00:00:00,K22-551685
A1144673,GERM SHEPHERD,STRAY,WEB,04/09/2022,20:25:00,NORMAL,FOUND EXP,05/10/2022,00:00:00,K22-551687
A1144674,SCHNAUZER MIN,STRAY,WEB,04/09/2022,20:25:00,NORMAL,LOST EXP,05/10/2022,00:00:00,K22-551688
A1144676,GERM SHEPHERD,STRAY,AT LARGE,04/09/2022,21:18:00,APP INJ,FOSTER,04/16/2022,14:49:00,K22-551689
A1144676,GERM SHEPHERD,FOSTER,RETURN,04/18/2022,18:24:00,APP INJ,FOSTER,04/23/2022,17:18:00,K22-552395
A1144676,GERM SHEPHERD,FOSTER,RETURN,05/11/2022,15:05:00,APP INJ,ADOPTION,05/11/2022,15:05:00,K22-554326
A1144676,GERM SHEPHERD,TREATMENT,INJURED,05/08/2022,09:05:00,APP INJ,TREATMENT,05/08/2022,14:25:00,K22-554085
A1144679,AM PIT BULL TER,STRAY,WEB,11/30/2021,00:25:00,NORMAL,FOUND EXP,05/10/2022,00:00:00,K22-551692
A1144680,AUST SHEPHERD,KEEPSAFE,OWN DECEAS,04/10/2022,06:56:00,APP WNL,RETURNED TO OWNER,04/11/2022,15:56:00,K22-551694
A1144681,SIBERIAN HUSKY,STRAY,WEB,04/02/2022,07:26:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551695
A1144682,AUST SHEPHERD,STRAY,WEB,04/09/2022,08:25:00,NORMAL,FOUND EXP,05/11/2022,00:00:00,K22-551696
A1144683,ALASKAN HUSKY,STRAY,AT LARGE,04/10/2022,08:33:00,APP WNL,ADOPTION,04/14/2022,18:34:00,K22-551698
A1144691,DOGO ARGENTINO,CONFISCATED,QUARANTINE,04/10/2022,13:22:00,APP WNL,RETURNED TO OWNER,04/20/2022,15:14:00,K22-551722
A1144692,PBGV,STRAY,LEFT AT,04/10/2022,10:22:00,APP WNL,ADOPTION,04/12/2022,15:15:00,K22-551707
A1144693,PIT BULL,STRAY,AT LARGE,04/10/2022,11:12:00,APP WNL,ADOPTION,05/15/2022,13:15:00,K22-551713
A1144693,PIT BULL,TREATMENT,HEART WORM,06/15/2022,10:03:00,APP WNL,TREATMENT,06/15/2022,17:00:00,K22-557382
A1144693,PIT BULL,TREATMENT,HEART WORM,08/17/2022,10:01:00,APP WNL,TREATMENT,08/17/2022,19:21:00,K22-562795
A1144694,LABRADOR RETR,STRAY,WEB,04/10/2022,11:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551711
A1144695,JACK RUSS TERR,STRAY,WEB,04/08/2022,11:25:00,NORMAL,FOUND EXP,05/11/2022,00:00:00,K22-551712
A1144699,PIT BULL,STRAY,AT LARGE,04/10/2022,13:50:00,APP WNL,RETURNED TO OWNER,04/12/2022,16:07:00,K22-551725
A1144701,SIBERIAN HUSKY,STRAY,WEB,04/10/2022,14:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551730
A1144702,BOXER,OWNER SURRENDER,APPOINT,04/10/2022,14:20:00,APP WNL,EUTHANIZED,04/15/2022,14:24:00,K22-551732
A1144703,YORKSHIRE TERR,STRAY,WEB,04/09/2022,15:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551734
A1144705,LABRADOR RETR,OWNER SURRENDER,WALK IN,04/10/2022,15:19:00,APP INJ,EUTHANIZED,04/10/2022,15:54:00,K22-551736
A1144706,GERM SHEPHERD,OWNER SURRENDER,APPOINT,04/10/2022,15:13:00,APP WNL,ADOPTION,04/15/2022,17:03:00,K22-551737
A1144706,GERM SHEPHERD,OWNER SURRENDER,APPOINT,05/26/2022,12:30:00,APP WNL,FOSTER,05/27/2022,19:14:00,K22-555678
A1144706,GERM SHEPHERD,FOSTER,RETURN,08/03/2022,12:14:00,APP WNL,EUTHANIZED,08/06/2022,13:37:00,K22-561610
A1144706,GERM SHEPHERD,FOSTER,RETURN,06/30/2022,14:37:00,APP SICK,FOSTER,07/16/2022,14:03:00,K22-558668
A1144710,ENG BULLDOG,STRAY,AT LARGE,04/10/2022,15:56:00,APP WNL,RETURNED TO OWNER,04/11/2022,12:58:00,K22-551739
A1144711,PIT BULL,STRAY,AT LARGE,04/10/2022,16:20:00,APP WNL,EUTHANIZED,05/20/2022,11:17:00,K22-551744
A1144712,PIT BULL,OWNER SURRENDER,URGENT,04/10/2022,16:48:00,APP WNL,ADOPTION,04/14/2022,14:43:00,K22-551745
A1144714,ALASKAN HUSKY,STRAY,AT LARGE,04/10/2022,16:44:00,APP WNL,ADOPTION,04/17/2022,16:01:00,K22-551746
A1144717,MIXED BREED,STRAY,AT LARGE,04/10/2022,17:02:00,APP WNL,ADOPTION,04/14/2022,15:13:00,K22-551747
A1144718,CHIHUAHUA SH,STRAY,AT LARGE,04/10/2022,17:35:00,APP WNL,ADOPTION,04/14/2022,18:15:00,K22-551749
A1144721,CHIHUAHUA SH,STRAY,WEB,04/10/2022,18:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551754
A1144722,CHIHUAHUA SH,STRAY,WEB,04/10/2022,18:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551755
A1144723,YORKSHIRE TERR,STRAY,WEB,03/01/2022,18:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551756
A1144725,CHIHUAHUA SH,STRAY,WEB,03/14/2022,19:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551758
A1144726,CHIHUAHUA SH,STRAY,WEB,03/14/2022,19:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551759
A1144727,PIT BULL,CONFISCATED,QUARANTINE,04/10/2022,19:40:00,APP WNL,RETURNED TO OWNER,04/21/2022,17:42:00,K22-551760
A1144728,GERM SHEPHERD,CONFISCATED,QUARANTINE,04/10/2022,19:53:00,APP WNL,RETURNED TO OWNER,04/22/2022,15:18:00,K22-551761
A1144728,GERM SHEPHERD,CONFISCATED,QUARANTINE,07/31/2022,17:49:00,APP WNL,EUTHANIZED,08/10/2022,17:10:00,K22-561398
A1144729,BULLDOG,CONFISCATED,QUARANTINE,04/10/2022,20:04:00,APP INJ,RETURNED TO OWNER,04/21/2022,17:37:00,K22-551762
A1144730,PIT BULL,STRAY,AT LARGE,04/10/2022,21:44:00,APP WNL,RETURNED TO OWNER,04/10/2022,21:46:00,K22-551764
A1144732,AMER BULLDOG,STRAY,WEB,04/09/2022,21:25:00,NORMAL,LOST EXP,05/11/2022,00:00:00,K22-551763
A1144741,JACK RUSS TERR,STRAY,WEB,04/08/2022,08:25:00,NORMAL,FOUND EXP,05/12/2022,00:00:00,K22-551769
A1144742,LABRADOR RETR,STRAY,AT LARGE,04/11/2022,09:28:00,APP WNL,RETURNED TO OWNER,04/12/2022,08:33:00,K22-551773
A1144743,PIT BULL,STRAY,CONFINED,04/11/2022,09:29:00,APP WNL,EUTHANIZED,05/09/2022,14:49:00,K22-551774
A1144744,PIT BULL,STRAY,AT LARGE,04/11/2022,10:17:00,APP WNL,RETURNED TO OWNER,04/16/2022,15:54:00,K22-551777
A1144746,FOX TERR SMOOTH,STRAY,AT LARGE,04/11/2022,11:54:00,APP WNL,ADOPTION,04/15/2022,15:51:00,K22-551783
A1144747,PIT BULL,STRAY,AT LARGE,04/11/2022,16:41:00,APP WNL,RETURNED TO OWNER,04/11/2022,16:42:00,K22-551804
A1144748,PIT BULL,STRAY,AT LARGE,04/11/2022,16:41:00,APP WNL,RETURNED TO OWNER,04/11/2022,16:42:00,K22-551803
A1144752,CHIHUAHUA LH,STRAY,AT LARGE,04/11/2022,12:59:00,APP WNL,TRANSFER,04/16/2022,11:58:00,K22-551786
A1144754,LABRADOR RETR,STRAY,AT LARGE,04/11/2022,11:56:00,APP WNL,ADOPTION,04/15/2022,16:05:00,K22-551788
A1144756,STAFFORDSHIRE,STRAY,AT LARGE,04/11/2022,13:48:00,APP WNL,ADOPTION,04/22/2022,17:42:00,K22-551790
A1144757,CHIHUAHUA LH,STRAY,AT LARGE,04/11/2022,13:43:00,APP WNL,RETURNED TO OWNER,04/14/2022,14:12:00,K22-551791
A1144760,CAIRN TERRIER,STRAY,WEB,03/23/2022,14:25:00,NORMAL,LOST EXP,05/12/2022,00:00:00,K22-551793
A1144762,GREAT PYRENEES,OWNER SURRENDER,APPOINT,04/11/2022,14:52:00,APP WNL,ADOPTION,04/16/2022,13:49:00,K22-551795
A1144763,LABRADOR RETR,OWNER SURRENDER,APPOINT,04/11/2022,14:52:00,APP WNL,ADOPTION,04/16/2022,16:14:00,K22-551796
A1144763,LABRADOR RETR,OWNER SURRENDER,WALK IN,05/23/2022,18:16:00,APP WNL,FOSTER,06/12/2022,13:46:00,K22-555433
A1144764,CHIHUAHUA SH,STRAY,WEB,04/08/2022,15:25:00,NORMAL,LOST EXP,05/12/2022,00:00:00,K22-551797
